/Users/shawn/Developer/randall_testing/Labridae/Pseudojuloides_Pseudojuloides cerasinus_-1241963164.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres margaritaceus_-915012640.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys umbrilatus_2036086181.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinops_Pseudocheilinops ataenia_1346169940.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Epibulus_Epibulus insidiator_-1832175423.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Paracheilinus_Paracheilinus sp._-270110729.jpg,4.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses melanurus_1543304568.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses cuvier_1312245744.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus exquisitus_-303470544.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys aneitensis_-1695186639.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys baldwini_1172154196.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Oxycheilinus_Oxycheilinus sp._1721670859.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Oxycheilinus_Oxycheilinus orientalis_-1692531096.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma lunare_97659779.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres chloropterus_-354485095.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Choerodon_Choerodon azurio_1321956278.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys melanopus_-613408392.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres papilionaceus_-1957622532.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris picta_399569113.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Labroides_Labroides bicolor_-691044143.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Oxycheilinus_Oxycheilinus unifasciatus_94088436.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses meleagrides_1686485094.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Labropsis_Labropsis manabei_177516440.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres argus_1803956429.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma hardwicke_805649548.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Choerodon_Choerodon graphicus_1537142828.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus sp._1049491935.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Wetmorella_Wetmorella albofasciata_-1562047845.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris aygula_-1198183957.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus johnsoni_966207380.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus sp._-1516235363.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres scapularis_1431757035.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma lunare_-1919796022.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris dorsomacula_-1599825717.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Stethojulis_Stethojulis trilineata_752376398.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys sp._-680093275.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Polylepion_Polylepion russelli_-2099128791.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses elegans_1745834695.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys pentadactylus_-767347050.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Cymolutes_Cymolutes praetextatus_1754934870.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus perditio_-916901496.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Oxycheilinus_Oxycheilinus bimaculatus_976318176.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma purpureum_-1088596143.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris caudimacula_1321244439.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Pteragogus_Pteragogus enneacanthus_-1419195416.jpg,4.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses femininus_1397018312.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Stethojulis_Stethojulis strigiventer_66838304.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma jansenii_1291330123.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Gomphosus_Gomphosus caeruleus_-1753127784.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys bimaculatus_1450349728.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys pavo_1749166575.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus axillaris_-786716115.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Paracheilinus_Paracheilinus octotaenia_1050679454.jpg,4.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma fuseum_611566295.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres rubricephalus_1101812761.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus sp._648634192.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Gomphosus_Gomphosus varius_1857211940.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma lutescens_1253628384.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Hemigymnus_Hemigymnus fasciatus_1496844017.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocoris_Pseudocoris yamashiroi_-1654585048.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris sp._-1595314414.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus octotaenia_-375514701.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocoris_Pseudocoris bleekeri_857728254.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Stethojulis_Stethojulis balteata_-1392863857.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres vrolikii_-1038070074.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus rubripinnis_1947138503.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris sp._-194513011.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Cheilinus_Cheilinus chlorourus_1375242296.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Paracheilinus_Paracheilinus mccoskeri_923289252.jpg,4.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres margaritaceus_1059784123.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudojuloides_Pseudojuloides cerasinus_-283482857.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres purpurescens_1480213025.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Suezichthys_Suezichthys gracilis_-1895102865.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Stethojulis_Stethojulis interrupta_-438867426.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Hemigymnus_Hemigymnus melapterus_-957841334.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Cheilinus_Cheilinus lunulatus_1053108968.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus lubbocki_-398955866.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Macropharyngodon_Macropharyngodon bipartitus bipartitus_-1889951770.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris flavovittata_1424563038.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres marginatus_56766956.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres leptotaenia_-762638195.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Leptojulis_Leptojulis cyanopleura_1551202742.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Hemigymnus_Hemigymnus melapterus_-90109693.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses caeruleopunctatus_-1634804465.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres zeylonicus_1494755122.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris venusta_-1669764883.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres nigrescens_-1128699731.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres melanurus_-1896225817.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus sp._-26696786.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus opercularis_-534062518.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys woodi_-1129541666.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses elegans_1053143629.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Stethojulis_Stethojulis interrupta_1639226183.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Cheilio_Cheilio inermis_-2045702261.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocoris_Pseudocoris yamashiroi_-211133516.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Notolabrus_Notolabrus inscriptus_2105801207.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Paracheilinus_Paracheilinus sp._375678074.jpg,4.0
/Users/shawn/Developer/randall_testing/Labridae/Hologymnosus_Hologymnosus annulatus_225524613.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris dorsomacula_-1034619441.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Wetmorella_Wetmorella albofasciata_1233788736.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris formosa_1904137193.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Macropharyngodon_Macropharyngodon meleagris_-1053238912.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus bimaculatus_1975973377.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Cheilinus_Cheilinus oxycephalus_-85106145.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus anthioides_5929982.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus lineatus_-1504651789.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Polylepion_Polylepion russelli_-1364004920.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus sp._-2039444435.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Labropsis_Labropsis manabei_1608871353.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Novaculichthys_Novaculichthys halsteadi_1968287499.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Eupetrichthys_Eupetrichthys sp._51886677.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus mesothorax_1639180529.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Pteragogus_Pteragogus flagellifer_-1731605900.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocoris_Pseudocoris aurantiofasciatus_1388463058.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Hologymnosus_Hologymnosus annulatus_-1827759882.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Hologymnosus_Hologymnosus doliatus_-454320167.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocoris_Pseudocoris aurantiofasciatus_-1050945968.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Cymolutes_Cymolutes lecluse_179287528.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres binotopsis_-368413002.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus sp._-1393336337.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Choerodon_Choerodon sp._-1817392944.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres cosmetus_2118550891.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris dorsomacula_525806741.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Paracheilinus_Paracheilinus sp._1342349350.jpg,4.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres hartzfeldii_483478035.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma hebraicum_-1940820835.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses lennardi_809018401.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Pteragogus_Pteragogus sp._-2096699710.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma purpureum_715396752.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Choerodon_Choerodon anchorago_-40741816.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres hortulanus_568274148.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres chrysus_-1813450699.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Choerodon_Choerodon robustus_-1829606704.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus cyanopleura_-657396582.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus cyanopleura_2119148439.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus sp._-1615292668.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres pelicieri_975872835.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres nebulosus_-108267198.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus lubbocki_1742740523.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys aneitensis_192785997.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Macropharyngodon_Macropharyngodon kuiteri_-644012251.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma genivittatum_-1386509695.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus rubrimarginatus_-1439416552.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres chloropterus_-1839618568.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys sp._-1794915558.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris sp._1264657595.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus sp._992777726.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma lutescens_-968848891.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres miniatus_518483926.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma trilobatum_-1425377834.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres melasmapomus_-881645459.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Epibulus_Epibulus insidiator_542300890.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocoris_Pseudocoris heteroptera_-243914963.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Pteragogus_Pteragogus enneacanthus_-946785194.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Oxycheilinus_Oxycheilinus bimaculatus_-1171653445.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Paracheilinus_Paracheilinus sp._1584088435.jpg,4.0
/Users/shawn/Developer/randall_testing/Labridae/Oxycheilinus_Oxycheilinus digrammus_-1672304878.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys sp._1106436007.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys cyanifrons_-1190179156.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus lubbocki_-634524232.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres binotopsis_1122393928.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus flavidorsalis_409656425.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres melanurus_-691875029.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys sp._-2066824199.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus neilli_801217671.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma quinquevittatum_-1669574756.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys jacksonensis_-1300631373.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Labroides_Labroides dimidiatus_55830509.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Anampses_Anampses lineatus_-2136309810.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris flavovittata_-384102131.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Stethojulis_Stethojulis maculata_-703824714.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres ornatissimus_-894574069.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Leptojulis_Leptojulis cyanopleura_-1935983171.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Macropharyngodon_Macropharyngodon bipartitus bipartitus_-1276526737.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris cuvieri_274866357.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Cheilinus_Cheilinus chlorourus_-245250158.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys aneitensis_-1041182326.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma loxum_-1602525945.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris sp._463688968.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus laboutei_-1493796745.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus hexataenia_829518266.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Choerodon_Choerodon schoenleinii_756279725.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Thalassoma_Thalassoma duperrey_-1026634533.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Oxycheilinus_Oxycheilinus arenatus_1716460150.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus flavidorsalis_112211720.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Cheilinus_Cheilinus trilobatus_-1480975976.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Labroides_Labroides bicolor_1306940944.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris dorsomacula_646393700.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris batuensis_1573778216.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres purpurescens_-1428268745.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Notolabrus_Notolabrus inscriptus_-1257594482.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres hartzfeldii_2132219736.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus opercularis_-2010719485.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres bicolor_965547971.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Choerodon_Choerodon anchorago_-393281341.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Pteragogus_Pteragogus enneacanthus_1896576799.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Macropharyngodon_Macropharyngodon geoffroy_872081325.jpg,6.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudocheilinus_Pseudocheilinus evanidus_1515354786.jpg,10.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres leptotaenia_-2095627768.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Labroides_Labroides dimidiatus_-1358268569.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres scapularis_1442814959.jpg,0.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris nigrotaenia_1468252531.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres trispilus_1910553816.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Pseudojuloides_Pseudojuloides cerasinus_1605606426.jpg,7.0
/Users/shawn/Developer/randall_testing/Labridae/Coris_Coris bulbifrons_538616667.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Macropharyngodon_Macropharyngodon ornatus_403349900.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres melanochir_328386649.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Bodianus_Bodianus macrourus_-1378917941.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Novaculichthys_Novaculichthys halsteadi_-832592144.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Pteragogus_Pteragogus pelycus_-1124139811.jpg,1.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres chloropterus_-1989944090.jpg,2.0
/Users/shawn/Developer/randall_testing/Labridae/Halichoeres_Halichoeres hartzfeldii_1213131905.jpg,8.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys bimaculatus_-356052613.jpg,5.0
/Users/shawn/Developer/randall_testing/Labridae/Cirrhilabrus_Cirrhilabrus punctatus_-1652476172.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Xyrichtys_Xyrichtys sp._-103754239.jpg,3.0
/Users/shawn/Developer/randall_testing/Labridae/Stethojulis_Stethojulis sp._-1151055921.jpg,8.0
